,"formula is  #=LEFT(B3,FIND(""_"",B3)-1)",,,Formula
460,Hemidactylus_imbricatus,Hemidactylus,,Hemidactylus
461,Hemidactylus_albofasciatus,Hemidactylus,,Hemidactylus
462,Hemidactylus_reticulatus,Hemidactylus,,Hemidactylus
463,Hemidactylus_gracilis,Hemidactylus,,Hemidactylus
464,Hemidactylus_angulatus2,Hemidactylus,,Hemidactylus
465,Hemidactylus_angulatus,Hemidactylus,,Hemidactylus
466,Hemidactylus_mercatorius,Hemidactylus,,Hemidactylus
467,Hemidactylus_mabouia,Hemidactylus,,Hemidactylus
468,Hemidactylus_longicephalus,Hemidactylus,,Hemidactylus
469,Hemidactylus_platycephalus,Hemidactylus,,Hemidactylus
470,Hemidactylus_greefii,Hemidactylus,,Hemidactylus
471,Hemidactylus_brasilianus,Hemidactylus,,Hemidactylus
472,Hemidactylus_bouvieri,Hemidactylus,,Hemidactylus
473,Hemidactylus_agrius,Hemidactylus,,Hemidactylus
474,Hemidactylus_palaichthus,Hemidactylus,,Hemidactylus
475,Hemidactylus_modestus,Hemidactylus,,Hemidactylus
476,Hemidactylus_foudaii,Hemidactylus,,Hemidactylus
477,Hemidactylus_citernii,Hemidactylus,,Hemidactylus
478,Hemidactylus_pumilio,Hemidactylus,,Hemidactylus
479,Hemidactylus_dracaenacolus,Hemidactylus,,Hemidactylus
480,Hemidactylus_granti,Hemidactylus,,Hemidactylus
481,Hemidactylus_yerburii,Hemidactylus,,Hemidactylus
482,Hemidactylus_robustus,Hemidactylus,,Hemidactylus
483,Hemidactylus_oxyrhinus,Hemidactylus,,Hemidactylus
484,Hemidactylus_forbesii,Hemidactylus,,Hemidactylus
485,Hemidactylus_homoeolepis,Hemidactylus,,Hemidactylus
486,Hemidactylus_persicus,Hemidactylus,,Hemidactylus
487,Hemidactylus_macropholis,Hemidactylus,,Hemidactylus
488,Hemidactylus_turcicus,Hemidactylus,,Hemidactylus
489,Hemidactylus_mindiae,Hemidactylus,,Hemidactylus
490,Hemidactylus_lemurinus,Hemidactylus,,Hemidactylus
491,Perochirus_ateles,Perochirus,,Perochirus
492,Calodactylodes_aureus,Calodactylodes,,Calodactylodes
493,Calodactylodes_illingworthorum,Calodactylodes,,Calodactylodes
494,Narudasia_festiva,Narudasia,,Narudasia
495,Ptenopus_carpi,Ptenopus,,Ptenopus
496,Cnemaspis_africana,Cnemaspis,,Cnemaspis
497,Cnemaspis_uzungwae,Cnemaspis,,Cnemaspis
498,Cnemaspis_dickersonae,Cnemaspis,,Cnemaspis
499,Uroplatus_malahelo,Uroplatus,,Uroplatus
500,Uroplatus_guentheri,Uroplatus,,Uroplatus
501,Uroplatus_malama,Uroplatus,,Uroplatus
502,Uroplatus_phantasticus,Uroplatus,,Uroplatus
503,Uroplatus_ebenaui,Uroplatus,,Uroplatus
504,Uroplatus_pietschmanni,Uroplatus,,Uroplatus
505,Uroplatus_alluaudi,Uroplatus,,Uroplatus
506,Uroplatus_lineatus,Uroplatus,,Uroplatus
507,Uroplatus_sikorae,Uroplatus,,Uroplatus
508,Uroplatus_henkeli,Uroplatus,,Uroplatus
509,Uroplatus_fimbriatus,Uroplatus,,Uroplatus
510,Uroplatus_giganteus,Uroplatus,,Uroplatus
511,Ailuronyx_seychellensis,Ailuronyx,,Ailuronyx
512,Ailuronyx_trachygaster,Ailuronyx,,Ailuronyx
513,Ailuronyx_tachyscopaeus,Ailuronyx,,Ailuronyx
514,Cnemaspis_podihuna,Cnemaspis,,Cnemaspis
515,Cnemaspis_tropidogaster,Cnemaspis,,Cnemaspis
516,Cnemaspis_kandiana,Cnemaspis,,Cnemaspis
517,Rhoptropella_ocellata,Rhoptropella,,Rhoptropella
518,Lygodactylus_rarus,Lygodactylus,,Lygodactylus
519,Lygodactylus_madagascariensis,Lygodactylus,,Lygodactylus
520,Lygodactylus_guibei,Lygodactylus,,Lygodactylus
521,Lygodactylus_miops,Lygodactylus,,Lygodactylus
522,Lygodactylus_expectatus,Lygodactylus,,Lygodactylus
523,Lygodactylus_blancae,Lygodactylus,,Lygodactylus
524,Lygodactylus_pauliani,Lygodactylus,,Lygodactylus
525,Lygodactylus_arnoulti,Lygodactylus,,Lygodactylus
526,Lygodactylus_tolampyae,Lygodactylus,,Lygodactylus
527,Lygodactylus_heterurus,Lygodactylus,,Lygodactylus
528,Lygodactylus_verticillatus,Lygodactylus,,Lygodactylus
529,Lygodactylus_gravis,Lygodactylus,,Lygodactylus
530,Lygodactylus_stevensoni,Lygodactylus,,Lygodactylus
531,Lygodactylus_bradfieldi,Lygodactylus,,Lygodactylus
532,Lygodactylus_capensis,Lygodactylus,,Lygodactylus
533,Lygodactylus_montanus,Lygodactylus,,Lygodactylus
534,Lygodactylus_mirabilis,Lygodactylus,,Lygodactylus
535,Lygodactylus_pictus,Lygodactylus,,Lygodactylus
536,Lygodactylus_lawrencei,Lygodactylus,,Lygodactylus
537,Lygodactylus_tuberosus,Lygodactylus,,Lygodactylus
538,Lygodactylus_klugei,Lygodactylus,,Lygodactylus
539,Lygodactylus_thomensis,Lygodactylus,,Lygodactylus
540,Lygodactylus_angularis,Lygodactylus,,Lygodactylus
541,Lygodactylus_conraui,Lygodactylus,,Lygodactylus
542,Lygodactylus_gutturalis,Lygodactylus,,Lygodactylus
543,Lygodactylus_williamsi,Lygodactylus,,Lygodactylus
544,Lygodactylus_chobiensis,Lygodactylus,,Lygodactylus
545,Lygodactylus_picturatus,Lygodactylus,,Lygodactylus
546,Lygodactylus_luteopicturatus,Lygodactylus,,Lygodactylus
547,Lygodactylus_keniensis,Lygodactylus,,Lygodactylus
548,Lygodactylus_kimhowelli,Lygodactylus,,Lygodactylus
549,Phelsuma_modesta,Phelsuma,,Phelsuma
550,Phelsuma_nigristriata,Phelsuma,,Phelsuma
551,Phelsuma_dubia,Phelsuma,,Phelsuma
552,Phelsuma_ravenala,Phelsuma,,Phelsuma
553,Phelsuma_flavigularis,Phelsuma,,Phelsuma
554,Phelsuma_hielscheri,Phelsuma,,Phelsuma
555,Phelsuma_malamakibo,Phelsuma,,Phelsuma
556,Phelsuma_berghofi,Phelsuma,,Phelsuma
557,Phelsuma_serraticauda,Phelsuma,,Phelsuma
558,Phelsuma_robertmertensi,Phelsuma,,Phelsuma
559,Phelsuma_laticauda,Phelsuma,,Phelsuma
560,Phelsuma_klemmeri,Phelsuma,,Phelsuma
561,Phelsuma_antanosy,Phelsuma,,Phelsuma
562,Phelsuma_quadriocellata,Phelsuma,,Phelsuma
563,Phelsuma_pusilla,Phelsuma,,Phelsuma
564,Phelsuma_comorensis,Phelsuma,,Phelsuma
565,Phelsuma_kely,Phelsuma,,Phelsuma
566,Phelsuma_lineata,Phelsuma,,Phelsuma
567,Phelsuma_andamanense,Phelsuma,,Phelsuma
568,Phelsuma_breviceps,Phelsuma,,Phelsuma
569,Phelsuma_vanheygeni,Phelsuma,,Phelsuma
570,Phelsuma_sundbergi,Phelsuma,,Phelsuma
571,Phelsuma_astriata,Phelsuma,,Phelsuma
572,Phelsuma_guttata,Phelsuma,,Phelsuma
573,Phelsuma_madagascariensis,Phelsuma,,Phelsuma
574,Phelsuma_abbotti,Phelsuma,,Phelsuma
575,Phelsuma_parkeri,Phelsuma,,Phelsuma
576,Phelsuma_seippi,Phelsuma,,Phelsuma
577,Phelsuma_standingi,Phelsuma,,Phelsuma
578,Phelsuma_pronki,Phelsuma,,Phelsuma
579,Phelsuma_barbouri,Phelsuma,,Phelsuma
580,Phelsuma_mutabilis,Phelsuma,,Phelsuma
581,Phelsuma_edwardnewtoni,Phelsuma,,Phelsuma
582,Phelsuma_gigas,Phelsuma,,Phelsuma
583,Phelsuma_guentheri,Phelsuma,,Phelsuma
584,Phelsuma_borbonica,Phelsuma,,Phelsuma
585,Phelsuma_cepediana,Phelsuma,,Phelsuma
586,Phelsuma_guimbeaui,Phelsuma,,Phelsuma
587,Phelsuma_ornata,Phelsuma,,Phelsuma
588,Phelsuma_inexpectata,Phelsuma,,Phelsuma
589,Urocotyledon_inexpectata,Urocotyledon,,Urocotyledon
590,Ebenavia_inunguis,Ebenavia,,Ebenavia
591,Paroedura_masobe,Paroedura,,Paroedura
592,Paroedura_gracilis,Paroedura,,Paroedura
593,Paroedura_homalorhina,Paroedura,,Paroedura
594,Paroedura_karstophila,Paroedura,,Paroedura
595,Paroedura_oviceps,Paroedura,,Paroedura
596,Paroedura_lohatsara,Paroedura,,Paroedura
597,Paroedura_stumpffi,Paroedura,,Paroedura
598,Paroedura_sanctijohannis,Paroedura,,Paroedura
599,Paroedura_picta,Paroedura,,Paroedura
600,Paroedura_androyensis,Paroedura,,Paroedura
601,Paroedura_vazimba,Paroedura,,Paroedura
602,Paroedura_tanjaka,Paroedura,,Paroedura
603,Paroedura_bastardi,Paroedura,,Paroedura
604,Paragehyra_gabriellae,Paragehyra,,Paragehyra
605,Matoatoa_brevipes,Matoatoa,,Matoatoa
606,Afrogecko_porphyreus,Afrogecko,,Afrogecko
607,Afroedura_pondolia,Afroedura,,Afroedura
608,Christinus_marmoratus,Christinus,,Christinus
609,Ramigekko_swartbergensis,Ramigekko,,Ramigekko
610,Cryptactites_peringueyi,Cryptactites,,Cryptactites
611,Afroedura_karroica,Afroedura,,Afroedura
612,Geckolepis_typica,Geckolepis,,Geckolepis
613,Geckolepis_maculata,Geckolepis,,Geckolepis
614,Blaesodactylus_boivini,Blaesodactylus,,Blaesodactylus
615,Blaesodactylus_sakalava,Blaesodactylus,,Blaesodactylus
616,Blaesodactylus_antongilensis,Blaesodactylus,,Blaesodactylus
617,Homopholis_fasciata,Homopholis,,Homopholis
618,Homopholis_mulleri,Homopholis,,Homopholis
619,Homopholis_walbergii,Homopholis,,Homopholis
620,Goggia_lineata,Goggia,,Goggia
621,Rhoptropus_afer,Rhoptropus,,Rhoptropus
622,Rhoptropus_bradfieldi,Rhoptropus,,Rhoptropus
623,Rhoptropus_boultoni,Rhoptropus,,Rhoptropus
624,Rhoptropus_biporosus,Rhoptropus,,Rhoptropus
625,Rhoptropus_barnardi,Rhoptropus,,Rhoptropus
626,Elasmodactylus_tuberculosus,Elasmodactylus,,Elasmodactylus
627,Elasmodactylus_tetensis,Elasmodactylus,,Elasmodactylus
628,Chondrodactylus_angulifer,Chondrodactylus,,Chondrodactylus
629,Chondrodactylus_turneri,Chondrodactylus,,Chondrodactylus
630,Pachydactylus_laevigatus,Pachydactylus,,Pachydactylus
631,Chondrodactylus_fitzsimonsi,Chondrodactylus,,Chondrodactylus
632,Chondrodactylus_bibronii,Chondrodactylus,,Chondrodactylus
633,Colopus_kochii,Colopus,,Colopus
634,Colopus_wahlbergii,Colopus,,Colopus
635,Pachydactylus_haackei,Pachydactylus,,Pachydactylus
636,Pachydactylus_namaquensis,Pachydactylus,,Pachydactylus
637,Pachydactylus_kladaroderma,Pachydactylus,,Pachydactylus
638,Pachydactylus_caraculicus,Pachydactylus,,Pachydactylus
639,Pachydactylus_bicolor,Pachydactylus,,Pachydactylus
640,Pachydactylus_sansteynae,Pachydactylus,,Pachydactylus
641,Pachydactylus_scherzi,Pachydactylus,,Pachydactylus
642,Pachydactylus_punctatus,Pachydactylus,,Pachydactylus
643,Pachydactylus_parascutatus,Pachydactylus,,Pachydactylus
644,Pachydactylus_scutatus,Pachydactylus,,Pachydactylus
645,Pachydactylus_reconditus,Pachydactylus,,Pachydactylus
646,Pachydactylus_gaiasensis,Pachydactylus,,Pachydactylus
647,Pachydactylus_oreophilus,Pachydactylus,,Pachydactylus
648,Pachydactylus_austeni,Pachydactylus,,Pachydactylus
649,Pachydactylus_vanzyli,Pachydactylus,,Pachydactylus
650,Pachydactylus_robertsi,Pachydactylus,,Pachydactylus
651,Pachydactylus_rangei,Pachydactylus,,Pachydactylus
652,Pachydactylus_rugosus,Pachydactylus,,Pachydactylus
653,Pachydactylus_barnardi,Pachydactylus,,Pachydactylus
654,Pachydactylus_formosus,Pachydactylus,,Pachydactylus
655,Pachydactylus_labialis,Pachydactylus,,Pachydactylus
656,Pachydactylus_geitje,Pachydactylus,,Pachydactylus
657,Pachydactylus_maculatus,Pachydactylus,,Pachydactylus
658,Pachydactylus_oculatus,Pachydactylus,,Pachydactylus
659,Pachydactylus_mariquensis,Pachydactylus,,Pachydactylus
660,Pachydactylus_montanus,Pachydactylus,,Pachydactylus
661,Pachydactylus_oshaughnessyi,Pachydactylus,,Pachydactylus
662,Pachydactylus_tigrinus,Pachydactylus,,Pachydactylus
663,Pachydactylus_capensis,Pachydactylus,,Pachydactylus
664,Pachydactylus_affinis,Pachydactylus,,Pachydactylus
665,Pachydactylus_vansoni,Pachydactylus,,Pachydactylus
666,Pachydactylus_weberi,Pachydactylus,,Pachydactylus
667,Pachydactylus_mclachlani,Pachydactylus,,Pachydactylus
668,Pachydactylus_monicae,Pachydactylus,,Pachydactylus
669,Pachydactylus_waterbergensis,Pachydactylus,,Pachydactylus
670,Pachydactylus_tsodiloensis,Pachydactylus,,Pachydactylus
671,Pachydactylus_fasciatus,Pachydactylus,,Pachydactylus
672,Pachydactylus_purcelli,Pachydactylus,,Pachydactylus
673,Pachydactylus_carinatus,Pachydactylus,,Pachydactylus
674,Pachydactylus_griffini,Pachydactylus,,Pachydactylus
675,Pachydactylus_serval,Pachydactylus,,Pachydactylus
676,Cricosaura_typica,Cricosaura,,Cricosaura
677,Xantusia_henshawi,Xantusia,,Xantusia
678,Xantusia_gracilis,Xantusia,,Xantusia
679,Xantusia_sanchezi,Xantusia,,Xantusia
680,Xantusia_bolsonae,Xantusia,,Xantusia
681,Xantusia_riversiana,Xantusia,,Xantusia
682,Xantusia_bezyi,Xantusia,,Xantusia
683,Xantusia_wigginsi,Xantusia,,Xantusia
684,Xantusia_vigilis,Xantusia,,Xantusia
685,Xantusia_arizonae,Xantusia,,Xantusia
686,Lepidophyma_mayae,Lepidophyma,,Lepidophyma
687,Lepidophyma_tuxtlae,Lepidophyma,,Lepidophyma
688,Lepidophyma_lipetzi,Lepidophyma,,Lepidophyma
689,Lepidophyma_reticulatum,Lepidophyma,,Lepidophyma
690,Lepidophyma_flavimaculatum,Lepidophyma,,Lepidophyma
691,Lepidophyma_pajapanensis,Lepidophyma,,Lepidophyma
692,Lepidophyma_gaigeae,Lepidophyma,,Lepidophyma
693,Lepidophyma_occulor,Lepidophyma,,Lepidophyma
694,Lepidophyma_micropholis,Lepidophyma,,Lepidophyma
695,Lepidophyma_sylvaticum,Lepidophyma,,Lepidophyma
696,Lepidophyma_lineri,Lepidophyma,,Lepidophyma
697,Lepidophyma_smithii,Lepidophyma,,Lepidophyma
698,Lepidophyma_cuicateca,Lepidophyma,,Lepidophyma
699,Lepidophyma_lowei,Lepidophyma,,Lepidophyma
700,Lepidophyma_radula,Lepidophyma,,Lepidophyma
701,Lepidophyma_dontomasi,Lepidophyma,,Lepidophyma
702,Broadleysaurus_major,Broadleysaurus,,Broadleysaurus
703,Cordylosaurus_subtessellatus,Cordylosaurus,,Cordylosaurus
704,Tetradactylus_seps,Tetradactylus,,Tetradactylus
705,Tetradactylus_africanus,Tetradactylus,,Tetradactylus
706,Tetradactylus_tetradactylus,Tetradactylus,,Tetradactylus
707,Matobosaurus_validus,Matobosaurus,,Matobosaurus
708,Gerrhosaurus_skoogi,Gerrhosaurus,,Gerrhosaurus
709,Gerrhosaurus_typicus,Gerrhosaurus,,Gerrhosaurus
710,Gerrhosaurus_nigrolineatus,Gerrhosaurus,,Gerrhosaurus
711,Gerrhosaurus_multilineatus,Gerrhosaurus,,Gerrhosaurus
712,Gerrhosaurus_flavigularis,Gerrhosaurus,,Gerrhosaurus
713,Tracheloptychus_madagascariensis,Tracheloptychus,,Tracheloptychus
714,Tracheloptychus_petersi,Tracheloptychus,,Tracheloptychus
715,Zonosaurus_haraldmeieri,Zonosaurus,,Zonosaurus
716,Zonosaurus_madagascariensis,Zonosaurus,,Zonosaurus
717,Zonosaurus_trilineatus,Zonosaurus,,Zonosaurus
718,Zonosaurus_quadrilineatus,Zonosaurus,,Zonosaurus
719,Zonosaurus_ornatus,Zonosaurus,,Zonosaurus
720,Zonosaurus_karsteni,Zonosaurus,,Zonosaurus
721,Zonosaurus_laticaudatus,Zonosaurus,,Zonosaurus
722,Zonosaurus_anelanelany,Zonosaurus,,Zonosaurus
723,Zonosaurus_boettgeri,Zonosaurus,,Zonosaurus
724,Zonosaurus_tsingy,Zonosaurus,,Zonosaurus
725,Zonosaurus_brygooi,Zonosaurus,,Zonosaurus
726,Zonosaurus_aeneus,Zonosaurus,,Zonosaurus
727,Zonosaurus_rufipes,Zonosaurus,,Zonosaurus
728,Zonosaurus_subunicolor,Zonosaurus,,Zonosaurus
729,Zonosaurus_bemaraha,Zonosaurus,,Zonosaurus
730,Platysaurus_mitchelli,Platysaurus,,Platysaurus
731,Platysaurus_minor,Platysaurus,,Platysaurus
732,Platysaurus_monotropis,Platysaurus,,Platysaurus
733,Platysaurus_intermedius,Platysaurus,,Platysaurus
734,Platysaurus_capensis,Platysaurus,,Platysaurus
735,Platysaurus_broadleyi,Platysaurus,,Platysaurus
736,Platysaurus_pungweensis,Platysaurus,,Platysaurus
737,Ouroborus_cataphractus,Ouroborus,,Ouroborus
738,Smaug_giganteus,Smaug,,Smaug
739,Smaug_warreni,Smaug,,Smaug
740,Smaug_mossambicus,Smaug,,Smaug
741,Chamaesaura_anguina,Chamaesaura,,Chamaesaura
742,Chamaesaura_aenea,Chamaesaura,,Chamaesaura
743,Pseudocordylus_langi,Pseudocordylus,,Pseudocordylus
744,Pseudocordylus_microlepidotus,Pseudocordylus,,Pseudocordylus
745,Pseudocordylus_spinosus,Pseudocordylus,,Pseudocordylus
746,Pseudocordylus_melanotus,Pseudocordylus,,Pseudocordylus
747,Karusasaurus_jordani,Karusasaurus,,Karusasaurus
748,Karusasaurus_polyzonus,Karusasaurus,,Karusasaurus
749,Namazonurus_campbelli,Namazonurus,,Namazonurus
750,Namazonurus_pustulatus,Namazonurus,,Namazonurus
751,Namazonurus_namaquensis,Namazonurus,,Namazonurus
752,Namazonurus_lawrenci,Namazonurus,,Namazonurus
753,Namazonurus_peersi,Namazonurus,,Namazonurus
754,Ninurta_coeruleopunctatus,Ninurta,,Ninurta
755,Hemicordylus_nebulosus,Hemicordylus,,Hemicordylus
756,Hemicordylus_capensis,Hemicordylus,,Hemicordylus
757,Cordylus_tropidosternum,Cordylus,,Cordylus
758,Cordylus_meculae,Cordylus,,Cordylus
759,Cordylus_vittifer,Cordylus,,Cordylus
760,Cordylus_beraduccii,Cordylus,,Cordylus
761,Cordylus_ukingensis,Cordylus,,Cordylus
762,Cordylus_jonesii,Cordylus,,Cordylus
763,Cordylus_rhodesianus,Cordylus,,Cordylus
764,Cordylus_macropholis,Cordylus,,Cordylus
765,Cordylus_imkeae,Cordylus,,Cordylus
766,Cordylus_minor,Cordylus,,Cordylus
767,Cordylus_aridus,Cordylus,,Cordylus
768,Cordylus_niger,Cordylus,,Cordylus
769,Cordylus_mclachlani,Cordylus,,Cordylus
770,Cordylus_oelofseni,Cordylus,,Cordylus
771,Cordylus_cordylus2,Cordylus,,Cordylus
772,Cordylus_cordylus,Cordylus,,Cordylus
773,Typhlosaurus_meyeri,Typhlosaurus,,Typhlosaurus
774,Typhlosaurus_braini,Typhlosaurus,,Typhlosaurus
775,Typhlosaurus_caecus,Typhlosaurus,,Typhlosaurus
776,Typhlosaurus_vermis,Typhlosaurus,,Typhlosaurus
777,Typhlosaurus_lomiae,Typhlosaurus,,Typhlosaurus
778,Acontias_gariepensis,Acontias,,Acontias
779,Acontias_lineatus,Acontias,,Acontias
780,Acontias_litoralis,Acontias,,Acontias
781,Acontias_kgalagadi,Acontias,,Acontias
782,Acontias_rieppeli,Acontias,,Acontias
783,Acontias_meleagris,Acontias,,Acontias
784,Acontias_percivali,Acontias,,Acontias
785,Acontias_breviceps,Acontias,,Acontias
786,Acontias_gracilicauda,Acontias,,Acontias
787,Acontias_poecilus,Acontias,,Acontias
788,Acontias_plumbeus,Acontias,,Acontias
789,Brachymeles_apus,Brachymeles,,Brachymeles
790,Brachymeles_miriamae,Brachymeles,,Brachymeles
791,Brachymeles_bonitae,Brachymeles,,Brachymeles
792,Brachymeles_tridactylus,Brachymeles,,Brachymeles
793,Brachymeles_cebuensis,Brachymeles,,Brachymeles
794,Brachymeles_minimus,Brachymeles,,Brachymeles
795,Brachymeles_samarensis,Brachymeles,,Brachymeles
796,Brachymeles_talinis,Brachymeles,,Brachymeles
797,Brachymeles_elerae,Brachymeles,,Brachymeles
798,Brachymeles_gracilis,Brachymeles,,Brachymeles
799,Brachymeles_pathfinderi,Brachymeles,,Brachymeles
800,Brachymeles_schadenbergi,Brachymeles,,Brachymeles
801,Brachymeles_boulengeri,Brachymeles,,Brachymeles
802,Brachymeles_bicolor,Brachymeles,,Brachymeles
803,Ophiomorus_punctatissimus,Ophiomorus,,Ophiomorus
804,Ophiomorus_latastii,Ophiomorus,,Ophiomorus
805,Mesoscincus_schwartzei,Mesoscincus,,Mesoscincus
806,Mesoscincus_managuae,Mesoscincus,,Mesoscincus
807,Plestiodon_tamdaoensis,Plestiodon,,Plestiodon
808,Plestiodon_kishinouyei,Plestiodon,,Plestiodon
809,Plestiodon_chinensis,Plestiodon,,Plestiodon
810,Plestiodon_quadrilineatus,Plestiodon,,Plestiodon
811,Plestiodon_tunganus,Plestiodon,,Plestiodon
812,Plestiodon_capito,Plestiodon,,Plestiodon
813,Plestiodon_marginatus,Plestiodon,,Plestiodon
814,Plestiodon_elegans,Plestiodon,,Plestiodon
815,Plestiodon_stimpsonii,Plestiodon,,Plestiodon
816,Plestiodon_barbouri,Plestiodon,,Plestiodon
817,Plestiodon_latiscutatus,Plestiodon,,Plestiodon
818,Plestiodon_japonicus,Plestiodon,,Plestiodon
819,Plestiodon_egregius,Plestiodon,,Plestiodon
820,Plestiodon_reynoldsi,Plestiodon,,Plestiodon
821,Plestiodon_anthracinus,Plestiodon,,Plestiodon
822,Plestiodon_laticeps,Plestiodon,,Plestiodon
823,Plestiodon_inexpectatus,Plestiodon,,Plestiodon
824,Plestiodon_obsoletus,Plestiodon,,Plestiodon
825,Plestiodon_callicephalus,Plestiodon,,Plestiodon
826,Plestiodon_tetragrammus,Plestiodon,,Plestiodon
827,Plestiodon_fasciatus,Plestiodon,,Plestiodon
828,Plestiodon_multivirgatus,Plestiodon,,Plestiodon
829,Plestiodon_septentrionalis,Plestiodon,,Plestiodon
830,Plestiodon_longirostris,Plestiodon,,Plestiodon
831,Plestiodon_lagunensis,Plestiodon,,Plestiodon
832,Plestiodon_gilberti,Plestiodon,,Plestiodon
833,Plestiodon_skiltonianus,Plestiodon,,Plestiodon
834,Plestiodon_parviauriculatus,Plestiodon,,Plestiodon
835,Plestiodon_sumichrasti,Plestiodon,,Plestiodon
836,Plestiodon_copei,Plestiodon,,Plestiodon
837,Plestiodon_brevirostris,Plestiodon,,Plestiodon
838,Plestiodon_dugesii,Plestiodon,,Plestiodon
839,Plestiodon_lynxe,Plestiodon,,Plestiodon
840,Plestiodon_ochoterenae,Plestiodon,,Plestiodon
841,Plestiodon_parvulus,Plestiodon,,Plestiodon
842,Eurylepis_taeniolata,Eurylepis,,Eurylepis
843,Eumeces_schneideri,Eumeces,,Eumeces
844,Eumeces_algeriensis,Eumeces,,Eumeces
845,Scincopus_fasciatus,Scincopus,,Scincopus
846,Scincus_scincus,Scincus,,Scincus
847,Scincus_mitranus,Scincus,,Scincus
848,Pamelaescincus_gardineri,Pamelaescincus,,Pamelaescincus
849,Janetaescincus_braueri,Janetaescincus,,Janetaescincus
850,Janetaescincus_veseyfitzgeraldi,Janetaescincus,,Janetaescincus
851,Gongylomorphus_bojerii,Gongylomorphus,,Gongylomorphus
852,Chalcides_guentheri,Chalcides,,Chalcides
853,Chalcides_minutus,Chalcides,,Chalcides
854,Chalcides_chalcides,Chalcides,,Chalcides
855,Chalcides_pseudostriatus,Chalcides,,Chalcides
856,Chalcides_striatus,Chalcides,,Chalcides
857,Chalcides_mauritanicus,Chalcides,,Chalcides
858,Chalcides_ocellatus,Chalcides,,Chalcides
859,Chalcides_sepsoides,Chalcides,,Chalcides
860,Chalcides_colosii,Chalcides,,Chalcides
861,Chalcides_bedriagai,Chalcides,,Chalcides
862,Chalcides_boulengeri,Chalcides,,Chalcides
863,Chalcides_lanzai,Chalcides,,Chalcides
864,Chalcides_parallelus,Chalcides,,Chalcides
865,Chalcides_sexlineatus,Chalcides,,Chalcides
866,Chalcides_viridanus,Chalcides,,Chalcides
867,Chalcides_coeruleopunctatus,Chalcides,,Chalcides
868,Chalcides_sphenopsiformis,Chalcides,,Chalcides
869,Chalcides_mionecton,Chalcides,,Chalcides
870,Chalcides_manueli,Chalcides,,Chalcides
871,Chalcides_montanus,Chalcides,,Chalcides
872,Chalcides_polylepis,Chalcides,,Chalcides
873,Sepsina_angolensis,Sepsina,,Sepsina
874,Typhlacontias_brevipes,Typhlacontias,,Typhlacontias
875,Typhlacontias_punctatissimus,Typhlacontias,,Typhlacontias
876,Feylinia_grandisquamis,Feylinia,,Feylinia
877,Feylinia_polylepis,Feylinia,,Feylinia
878,Feylinia_currori,Feylinia,,Feylinia
879,Melanoseps_occidentalis,Melanoseps,,Melanoseps
880,Melanoseps_ater,Melanoseps,,Melanoseps
881,Melanoseps_loveridgei,Melanoseps,,Melanoseps
882,Hakaria_simonyi,Hakaria,,Hakaria
883,Proscelotes_eggeli,Proscelotes,,Proscelotes
884,Scelotes_caffer,Scelotes,,Scelotes
885,Scelotes_anguineus,Scelotes,,Scelotes
886,Scelotes_mirus,Scelotes,,Scelotes
887,Scelotes_arenicolus,Scelotes,,Scelotes
888,Scelotes_bipes,Scelotes,,Scelotes
889,Scelotes_sexlineatus,Scelotes,,Scelotes
890,Scelotes_gronovii,Scelotes,,Scelotes
891,Scelotes_montispectus,Scelotes,,Scelotes
892,Scelotes_kasneri,Scelotes,,Scelotes
893,Paracontias_holomelas,Paracontias,,Paracontias
894,Paracontias_brocchii,Paracontias,,Paracontias
895,Paracontias_manify,Paracontias,,Paracontias
896,Paracontias_rothschildi,Paracontias,,Paracontias
897,Paracontias_hildebrandti,Paracontias,,Paracontias
898,Madascincus_melanopleura,Madascincus,,Madascincus
899,Pseudoacontias_menamainty,Pseudoacontias,,Pseudoacontias
900,Madascincus_igneocaudatus,Madascincus,,Madascincus
901,Madascincus_mouroundavae,Madascincus,,Madascincus
902,Madascincus_nanus,Madascincus,,Madascincus
903,Madascincus_stumpffi,Madascincus,,Madascincus
904,Madascincus_polleni2,Madascincus,,Madascincus
905,Madascincus_polleni,Madascincus,,Madascincus
906,Amphiglossus_mandokava,Amphiglossus,,Amphiglossus
907,Amphiglossus_tanysoma,Amphiglossus,,Amphiglossus
908,Amphiglossus_melanurus,Amphiglossus,,Amphiglossus
909,Amphiglossus_ornaticeps,Amphiglossus,,Amphiglossus
910,Androngo_trivittatus,Androngo,,Androngo
911,Pygomeles_braconnieri,Pygomeles,,Pygomeles
912,Amphiglossus_tsaratananensis,Amphiglossus,,Amphiglossus
913,Amphiglossus_astrolabi,Amphiglossus,,Amphiglossus
914,Amphiglossus_reticulatus,Amphiglossus,,Amphiglossus
915,Voeltzkowia_fierinensis,Voeltzkowia,,Voeltzkowia
916,Voeltzkowia_rubrocaudata,Voeltzkowia,,Voeltzkowia
917,Voeltzkowia_lineata,Voeltzkowia,,Voeltzkowia
